x_min_pred,x_min_un,y_min_pred,y_min_un,x_max_pred,x_max_un,y_max_pred,y_max_un,class_pred,class_un,true_class
0.2580210566520691,2.9802322387695312e-08,0.8280242085456848,1.7881393432617188e-07,1.1455973386764526,1.1920928955078125e-07,1.084632158279419,1.1920928955078125e-07,4,0.046333168,4
0.1409701555967331,0.0,0.2560054659843445,0.0,0.43594837188720703,0.0,0.6321907639503479,0.0,4,0.033842362,3
0.4193349778652191,8.940696716308594e-08,0.13322685658931732,1.4901161193847656e-08,0.6231434941291809,1.1920928955078125e-07,0.759194552898407,1.1920928955078125e-07,2,0.0018145959,2
0.2123243510723114,2.9802322387695312e-08,0.1316232532262802,1.4901161193847656e-08,0.5392360091209412,5.960464477539063e-08,0.7292279005050659,1.1920928955078125e-07,2,0.032635696,2
0.2501716911792755,0.0,0.06896909326314926,0.0,0.5250464677810669,5.960464477539063e-08,0.6398438215255737,5.960464477539063e-08,2,0.0077887294,2
0.3027706742286682,5.960464477539063e-08,0.06867493689060211,1.4901161193847656e-08,0.5751209855079651,5.960464477539063e-08,0.7388302683830261,1.7881393432617188e-07,2,0.014232186,2
0.1165619045495987,7.450580596923828e-09,0.13284824788570404,0.0,0.2367667853832245,1.4901161193847656e-08,0.664587676525116,5.960464477539063e-08,3,0.07709434,3
0.29938778281211853,5.960464477539063e-08,0.3145102858543396,5.960464477539063e-08,0.3786846399307251,8.940696716308594e-08,0.3608964681625366,8.940696716308594e-08,6,0.06881781,6
0.2961692214012146,2.9802322387695312e-08,0.190503790974617,2.9802322387695312e-08,0.5779810547828674,5.960464477539063e-08,0.5197782516479492,0.0,3,0.0640938,3
0.15951324999332428,0.0,0.08801722526550293,0.0,0.3385738134384155,5.960464477539063e-08,0.8548992872238159,5.960464477539063e-08,3,0.03867009,3
0.26406270265579224,0.0,0.6051863431930542,1.1920928955078125e-07,0.43813738226890564,0.0,0.8172968029975891,2.384185791015625e-07,5,0.08464693,6
